question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,participant
wgd_235_20,130.0,0.81,"{""Answer"": ""130"", ""Confidence"": ""0.81""}",,235.jpg,20,134.0,R_6QzSr60VEIQU209
wgd_237_01,159.0,0.09,"{""Answer"": ""159"", ""Confidence"": ""0.09""}",,237.jpg,1,170.0,R_6QzSr60VEIQU209
wgd_242_01,170.0,0.19,"{""Answer"": ""170"", ""Confidence"": ""0.19""}",,242.jpg,1,171.0,R_6QzSr60VEIQU209
wgd_248_20,135.0,0.79,"{""Answer"": ""135"", ""Confidence"": ""0.79""}",,248.jpg,20,121.0,R_6QzSr60VEIQU209
wgd_249_10,125.0,0.56,"{""Answer"": ""125"", ""Confidence"": ""0.56""}",,249.jpg,10,138.0,R_6QzSr60VEIQU209
wgd_250_01,165.0,0.02,"{""Answer"": ""165"", ""Confidence"": ""0.02""}",,250.jpg,1,171.0,R_6QzSr60VEIQU209
wgd_200_01,175.0,0.06,"{""Answer"": ""175"", ""Confidence"": ""0.06""}",,200.jpg,1,214.0,R_3Ok7nI2wEGVlcHn
wgd_201_01,145.0,0.05,"{""Answer"": ""145"", ""Confidence"": ""0.05""}",,201.jpg,1,158.0,R_3Ok7nI2wEGVlcHn
wgd_208_10,165.0,0.23,"{""Answer"": ""165"", ""Confidence"": ""0.23""}",,208.jpg,10,139.0,R_3Ok7nI2wEGVlcHn
wgd_209_05,140.0,0.15,"{""Answer"": ""140"", ""Confidence"": ""0.15""}",,209.jpg,5,136.0,R_3Ok7nI2wEGVlcHn
wgd_210_10,180.0,0.2,"{""Answer"": ""180"", ""Confidence"": ""0.2""}",,210.jpg,10,167.0,R_3Ok7nI2wEGVlcHn
wgd_211_20,169.0,0.3,"{""Answer"": ""169"", ""Confidence"": ""0.3""}",,211.jpg,20,146.0,R_3Ok7nI2wEGVlcHn
wgd_215_20,137.0,0.78,"{""Answer"": ""137"", ""Confidence"": ""0.78""}",,215.jpg,20,154.0,R_3Ok7nI2wEGVlcHn
wgd_220_01,160.0,0.1,"{""Answer"": ""160"", ""Confidence"": ""0.1""}",,220.jpg,1,149.0,R_3Ok7nI2wEGVlcHn
wgd_226_01,135.0,0.05,"{""Answer"": ""135"", ""Confidence"": ""0.05""}",,226.jpg,1,140.0,R_3Ok7nI2wEGVlcHn
wgd_232_20,170.0,0.71,"{""Answer"": ""170"", ""Confidence"": ""0.71""}",,232.jpg,20,190.0,R_3Ok7nI2wEGVlcHn
wgd_233_05,178.0,0.14,"{""Answer"": ""178"", ""Confidence"": ""0.14""}",,233.jpg,5,180.0,R_3Ok7nI2wEGVlcHn
wgd_234_05,140.0,0.24,"{""Answer"": ""140"", ""Confidence"": ""0.24""}",,234.jpg,5,138.0,R_3Ok7nI2wEGVlcHn
wgd_235_05,154.0,0.08,"{""Answer"": ""154"", ""Confidence"": ""0.08""}",,235.jpg,5,134.0,R_3Ok7nI2wEGVlcHn
wgd_236_01,125.0,0.05,"{""Answer"": ""125"", ""Confidence"": ""0.05""}",,236.jpg,1,117.0,R_3Ok7nI2wEGVlcHn
wgd_239_10,130.0,0.6,"{""Answer"": ""130"", ""Confidence"": ""0.6""}",,239.jpg,10,117.0,R_3Ok7nI2wEGVlcHn
wgd_242_10,165.0,0.2,"{""Answer"": ""165"", ""Confidence"": ""0.2""}",,242.jpg,10,171.0,R_3Ok7nI2wEGVlcHn
wgd_243_10,175.0,0.47,"{""Answer"": ""175"", ""Confidence"": ""0.47""}",,243.jpg,10,157.0,R_3Ok7nI2wEGVlcHn
wgd_244_20,160.0,0.87,"{""Answer"": ""160"", ""Confidence"": ""0.87""}",,244.jpg,20,161.0,R_3Ok7nI2wEGVlcHn
wgd_250_20,160.0,0.7,"{""Answer"": ""160"", ""Confidence"": ""0.7""}",,250.jpg,20,171.0,R_3Ok7nI2wEGVlcHn
wgd_251_05,168.0,0.07,"{""Answer"": ""168"", ""Confidence"": ""0.07""}",,251.jpg,5,174.0,R_3Ok7nI2wEGVlcHn
wgd_203_01,104.0,0.05,"{""Answer"": ""104"", ""Confidence"": ""0.05""}",,203.jpg,1,128.0,R_7rYRaOBgh1KT07c
wgd_204_20,116.0,0.99,"{""Answer"": ""116"", ""Confidence"": ""0.99""}",,204.jpg,20,138.0,R_7rYRaOBgh1KT07c
wgd_205_10,114.0,0.73,"{""Answer"": ""114"", ""Confidence"": ""0.73""}",,205.jpg,10,104.0,R_7rYRaOBgh1KT07c
wgd_211_05,165.0,0.42,"{""Answer"": ""165"", ""Confidence"": ""0.42""}",,211.jpg,5,146.0,R_7rYRaOBgh1KT07c
wgd_215_01,126.0,0.05,"{""Answer"": ""126"", ""Confidence"": ""0.05""}",,215.jpg,1,154.0,R_7rYRaOBgh1KT07c
wgd_216_01,174.0,0.04,"{""Answer"": ""174"", ""Confidence"": ""0.04""}",,216.jpg,1,180.0,R_7rYRaOBgh1KT07c
wgd_217_01,89.0,0.11,"{""Answer"": ""89"", ""Confidence"": ""0.11""}",,217.jpg,1,116.0,R_7rYRaOBgh1KT07c
wgd_218_05,160.0,0.37,"{""Answer"": ""160"", ""Confidence"": ""0.37""}",,218.jpg,5,165.0,R_7rYRaOBgh1KT07c
wgd_220_10,130.0,0.58,"{""Answer"": ""130"", ""Confidence"": ""0.58""}",,220.jpg,10,149.0,R_7rYRaOBgh1KT07c
wgd_222_10,135.0,0.67,"{""Answer"": ""135"", ""Confidence"": ""0.67""}",,222.jpg,10,115.0,R_7rYRaOBgh1KT07c
wgd_224_20,94.0,1.0,"{""Answer"": ""94"", ""Confidence"": ""1.0""}",,224.jpg,20,106.0,R_7rYRaOBgh1KT07c
wgd_230_20,92.0,1.0,"{""Answer"": ""92"", ""Confidence"": ""1.0""}",,230.jpg,20,105.0,R_7rYRaOBgh1KT07c
wgd_231_01,185.0,0.05,"{""Answer"": ""185"", ""Confidence"": ""0.05""}",,231.jpg,1,145.0,R_7rYRaOBgh1KT07c
wgd_233_05,180.0,0.38,"{""Answer"": ""180"", ""Confidence"": ""0.38""}",,233.jpg,5,180.0,R_7rYRaOBgh1KT07c
wgd_234_10,104.0,0.78,"{""Answer"": ""104"", ""Confidence"": ""0.78""}",,234.jpg,10,138.0,R_7rYRaOBgh1KT07c
wgd_236_05,102.0,0.26,"{""Answer"": ""102"", ""Confidence"": ""0.26""}",,236.jpg,5,117.0,R_7rYRaOBgh1KT07c
wgd_245_05,150.0,0.21,"{""Answer"": ""150"", ""Confidence"": ""0.21""}",,245.jpg,5,169.0,R_7rYRaOBgh1KT07c
wgd_246_20,107.0,0.92,"{""Answer"": ""107"", ""Confidence"": ""0.92""}",,246.jpg,20,117.0,R_7rYRaOBgh1KT07c
wgd_247_20,109.0,0.99,"{""Answer"": ""109"", ""Confidence"": ""0.99""}",,247.jpg,20,157.0,R_7rYRaOBgh1KT07c
wgd_250_10,151.0,0.75,"{""Answer"": ""151"", ""Confidence"": ""0.75""}",,250.jpg,10,171.0,R_7rYRaOBgh1KT07c
wgd_200_20,200.0,0.8,"{""Answer"": ""200"", ""Confidence"": ""0.8""}",,200.jpg,20,214.0,R_3wT9f2wo9We6jzr
wgd_201_01,170.0,0.61,"{""Answer"": ""170"", ""Confidence"": ""0.61""}",,201.jpg,1,158.0,R_3wT9f2wo9We6jzr
wgd_202_10,146.0,0.81,"{""Answer"": ""146"", ""Confidence"": ""0.81""}",,202.jpg,10,135.0,R_3wT9f2wo9We6jzr
wgd_205_05,144.0,0.61,"{""Answer"": ""144"", ""Confidence"": ""0.61""}",,205.jpg,5,104.0,R_3wT9f2wo9We6jzr
wgd_206_05,175.0,0.7,"{""Answer"": ""175"", ""Confidence"": ""0.7""}",,206.jpg,5,165.0,R_3wT9f2wo9We6jzr
wgd_208_10,152.0,0.81,"{""Answer"": ""152"", ""Confidence"": ""0.81""}",,208.jpg,10,139.0,R_3wT9f2wo9We6jzr
wgd_216_20,155.0,0.8,"{""Answer"": ""155"", ""Confidence"": ""0.8""}",,216.jpg,20,180.0,R_3wT9f2wo9We6jzr
wgd_217_01,145.0,0.51,"{""Answer"": ""145"", ""Confidence"": ""0.51""}",,217.jpg,1,116.0,R_3wT9f2wo9We6jzr
wgd_220_20,150.0,0.83,"{""Answer"": ""150"", ""Confidence"": ""0.83""}",,220.jpg,20,149.0,R_3wT9f2wo9We6jzr
wgd_222_20,175.0,0.81,"{""Answer"": ""175"", ""Confidence"": ""0.81""}",,222.jpg,20,115.0,R_3wT9f2wo9We6jzr
wgd_225_10,145.0,0.81,"{""Answer"": ""145"", ""Confidence"": ""0.81""}",,225.jpg,10,121.0,R_3wT9f2wo9We6jzr
wgd_228_20,163.0,0.83,"{""Answer"": ""163"", ""Confidence"": ""0.83""}",,228.jpg,20,135.0,R_3wT9f2wo9We6jzr
wgd_231_01,185.0,0.59,"{""Answer"": ""185"", ""Confidence"": ""0.59""}",,231.jpg,1,145.0,R_3wT9f2wo9We6jzr
wgd_234_05,175.0,0.61,"{""Answer"": ""175"", ""Confidence"": ""0.61""}",,234.jpg,5,138.0,R_3wT9f2wo9We6jzr
wgd_235_10,150.0,0.8,"{""Answer"": ""150"", ""Confidence"": ""0.8""}",,235.jpg,10,134.0,R_3wT9f2wo9We6jzr
wgd_242_05,157.0,0.7,"{""Answer"": ""157"", ""Confidence"": ""0.7""}",,242.jpg,5,171.0,R_3wT9f2wo9We6jzr
wgd_244_01,195.0,0.6,"{""Answer"": ""195"", ""Confidence"": ""0.6""}",,244.jpg,1,161.0,R_3wT9f2wo9We6jzr
wgd_245_10,160.0,0.71,"{""Answer"": ""160"", ""Confidence"": ""0.71""}",,245.jpg,10,169.0,R_3wT9f2wo9We6jzr
wgd_249_05,145.0,0.61,"{""Answer"": ""145"", ""Confidence"": ""0.61""}",,249.jpg,5,138.0,R_3wT9f2wo9We6jzr
wgd_250_01,150.0,0.5,"{""Answer"": ""150"", ""Confidence"": ""0.5""}",,250.jpg,1,171.0,R_3wT9f2wo9We6jzr
wgd_202_10,127.0,0.93,"{""Answer"": ""127"", ""Confidence"": ""0.93""}",,202.jpg,10,135.0,R_3E9Fy4nCjAqPcd5
wgd_205_10,125.0,0.94,"{""Answer"": ""125"", ""Confidence"": ""0.94""}",,205.jpg,10,104.0,R_3E9Fy4nCjAqPcd5
wgd_206_01,160.0,0.96,"{""Answer"": ""160"", ""Confidence"": ""0.96""}",,206.jpg,1,165.0,R_3E9Fy4nCjAqPcd5
wgd_209_20,135.0,0.96,"{""Answer"": ""135"", ""Confidence"": ""0.96""}",,209.jpg,20,136.0,R_3E9Fy4nCjAqPcd5
wgd_212_01,130.0,0.86,"{""Answer"": ""130"", ""Confidence"": ""0.86""}",,212.jpg,1,147.0,R_3E9Fy4nCjAqPcd5
wgd_213_10,150.0,0.9,"{""Answer"": ""150"", ""Confidence"": ""0.9""}",,213.jpg,10,174.0,R_3E9Fy4nCjAqPcd5
wgd_216_01,165.0,0.97,"{""Answer"": ""165"", ""Confidence"": ""0.97""}",,216.jpg,1,180.0,R_3E9Fy4nCjAqPcd5
wgd_218_20,140.0,0.95,"{""Answer"": ""140"", ""Confidence"": ""0.95""}",,218.jpg,20,165.0,R_3E9Fy4nCjAqPcd5
wgd_221_20,126.0,0.93,"{""Answer"": ""126"", ""Confidence"": ""0.93""}",,221.jpg,20,112.0,R_3E9Fy4nCjAqPcd5
wgd_223_01,160.0,0.96,"{""Answer"": ""160"", ""Confidence"": ""0.96""}",,223.jpg,1,183.0,R_3E9Fy4nCjAqPcd5
wgd_229_01,120.0,0.94,"{""Answer"": ""120"", ""Confidence"": ""0.94""}",,229.jpg,1,127.0,R_3E9Fy4nCjAqPcd5
wgd_232_05,137.0,0.92,"{""Answer"": ""137"", ""Confidence"": ""0.92""}",,232.jpg,5,190.0,R_3E9Fy4nCjAqPcd5
wgd_233_20,150.0,0.92,"{""Answer"": ""150"", ""Confidence"": ""0.92""}",,233.jpg,20,180.0,R_3E9Fy4nCjAqPcd5
wgd_236_05,122.0,0.93,"{""Answer"": ""122"", ""Confidence"": ""0.93""}",,236.jpg,5,117.0,R_3E9Fy4nCjAqPcd5
wgd_238_05,147.0,0.95,"{""Answer"": ""147"", ""Confidence"": ""0.95""}",,238.jpg,5,181.0,R_3E9Fy4nCjAqPcd5
wgd_242_10,155.0,0.75,"{""Answer"": ""155"", ""Confidence"": ""0.75""}",,242.jpg,10,171.0,R_3E9Fy4nCjAqPcd5
wgd_244_05,165.0,0.94,"{""Answer"": ""165"", ""Confidence"": ""0.94""}",,244.jpg,5,161.0,R_3E9Fy4nCjAqPcd5
wgd_247_20,125.0,0.97,"{""Answer"": ""125"", ""Confidence"": ""0.97""}",,247.jpg,20,157.0,R_3E9Fy4nCjAqPcd5
wgd_248_05,130.0,0.92,"{""Answer"": ""130"", ""Confidence"": ""0.92""}",,248.jpg,5,121.0,R_3E9Fy4nCjAqPcd5
wgd_249_10,135.0,0.95,"{""Answer"": ""135"", ""Confidence"": ""0.95""}",,249.jpg,10,138.0,R_3E9Fy4nCjAqPcd5
wgd_201_20,138.0,0.14,"{""Answer"": ""138"", ""Confidence"": ""0.14""}",,201.jpg,20,158.0,R_7uJoqqXCE8CMkTf
wgd_203_05,110.0,0.1,"{""Answer"": ""110"", ""Confidence"": ""0.1""}",,203.jpg,5,128.0,R_7uJoqqXCE8CMkTf
wgd_204_05,135.0,0.06,"{""Answer"": ""135"", ""Confidence"": ""0.06""}",,204.jpg,5,138.0,R_7uJoqqXCE8CMkTf
wgd_208_10,125.0,0.05,"{""Answer"": ""125"", ""Confidence"": ""0.05""}",,208.jpg,10,139.0,R_7uJoqqXCE8CMkTf
wgd_210_10,139.0,0.07,"{""Answer"": ""139"", ""Confidence"": ""0.07""}",,210.jpg,10,167.0,R_7uJoqqXCE8CMkTf
wgd_211_05,138.0,0.07,"{""Answer"": ""138"", ""Confidence"": ""0.07""}",,211.jpg,5,146.0,R_7uJoqqXCE8CMkTf
wgd_212_10,137.0,0.08,"{""Answer"": ""137"", ""Confidence"": ""0.08""}",,212.jpg,10,147.0,R_7uJoqqXCE8CMkTf
wgd_214_10,180.0,0.06,"{""Answer"": ""180"", ""Confidence"": ""0.06""}",,214.jpg,10,187.0,R_7uJoqqXCE8CMkTf
wgd_215_10,120.0,0.05,"{""Answer"": ""120"", ""Confidence"": ""0.05""}",,215.jpg,10,154.0,R_7uJoqqXCE8CMkTf
wgd_222_20,120.0,0.22,"{""Answer"": ""120"", ""Confidence"": ""0.22""}",,222.jpg,20,115.0,R_7uJoqqXCE8CMkTf
wgd_228_05,136.0,0.26,"{""Answer"": ""136"", ""Confidence"": ""0.26""}",,228.jpg,5,135.0,R_7uJoqqXCE8CMkTf
wgd_229_01,125.0,0.0,"{""Answer"": ""125"", ""Confidence"": ""0.0""}",,229.jpg,1,127.0,R_7uJoqqXCE8CMkTf
wgd_230_20,105.0,0.16,"{""Answer"": ""105"", ""Confidence"": ""0.16""}",,230.jpg,20,105.0,R_7uJoqqXCE8CMkTf
wgd_238_01,138.0,0.0,"{""Answer"": ""138"", ""Confidence"": ""0.0""}",,238.jpg,1,181.0,R_7uJoqqXCE8CMkTf
wgd_239_05,120.0,0.01,"{""Answer"": ""120"", ""Confidence"": ""0.01""}",,239.jpg,5,117.0,R_7uJoqqXCE8CMkTf
wgd_241_01,142.0,0.0,"{""Answer"": ""142"", ""Confidence"": ""0.0""}",,241.jpg,1,150.0,R_7uJoqqXCE8CMkTf
wgd_243_01,151.0,0.0,"{""Answer"": ""151"", ""Confidence"": ""0.0""}",,243.jpg,1,157.0,R_7uJoqqXCE8CMkTf
wgd_244_20,170.0,0.31,"{""Answer"": ""170"", ""Confidence"": ""0.31""}",,244.jpg,20,161.0,R_7uJoqqXCE8CMkTf
wgd_250_20,145.0,0.14,"{""Answer"": ""145"", ""Confidence"": ""0.14""}",,250.jpg,20,171.0,R_7uJoqqXCE8CMkTf
wgd_251_01,135.0,0.0,"{""Answer"": ""135"", ""Confidence"": ""0.0""}",,251.jpg,1,174.0,R_7uJoqqXCE8CMkTf
wgd_203_05,130.0,0.44,"{""Answer"": ""130"", ""Confidence"": ""0.44""}",,203.jpg,5,128.0,R_1Qzhhhpjb8IJ3TV
wgd_210_01,170.0,0.05,"{""Answer"": ""170"", ""Confidence"": ""0.05""}",,210.jpg,1,167.0,R_1Qzhhhpjb8IJ3TV
wgd_217_20,130.0,0.83,"{""Answer"": ""130"", ""Confidence"": ""0.83""}",,217.jpg,20,116.0,R_1Qzhhhpjb8IJ3TV
wgd_218_20,160.0,0.68,"{""Answer"": ""160"", ""Confidence"": ""0.68""}",,218.jpg,20,165.0,R_1Qzhhhpjb8IJ3TV
wgd_219_10,170.0,0.54,"{""Answer"": ""170"", ""Confidence"": ""0.54""}",,219.jpg,10,123.0,R_1Qzhhhpjb8IJ3TV
wgd_222_10,158.0,0.6,"{""Answer"": ""158"", ""Confidence"": ""0.6""}",,222.jpg,10,115.0,R_1Qzhhhpjb8IJ3TV
wgd_223_01,180.0,0.04,"{""Answer"": ""180"", ""Confidence"": ""0.04""}",,223.jpg,1,183.0,R_1Qzhhhpjb8IJ3TV
wgd_225_10,120.0,0.52,"{""Answer"": ""120"", ""Confidence"": ""0.52""}",,225.jpg,10,121.0,R_1Qzhhhpjb8IJ3TV
wgd_226_20,125.0,0.91,"{""Answer"": ""125"", ""Confidence"": ""0.91""}",,226.jpg,20,140.0,R_1Qzhhhpjb8IJ3TV
wgd_228_05,125.0,0.33,"{""Answer"": ""125"", ""Confidence"": ""0.33""}",,228.jpg,5,135.0,R_1Qzhhhpjb8IJ3TV
wgd_230_01,120.0,0.08,"{""Answer"": ""120"", ""Confidence"": ""0.08""}",,230.jpg,1,105.0,R_1Qzhhhpjb8IJ3TV
wgd_231_05,165.0,0.6,"{""Answer"": ""165"", ""Confidence"": ""0.6""}",,231.jpg,5,145.0,R_1Qzhhhpjb8IJ3TV
wgd_233_10,155.0,0.52,"{""Answer"": ""155"", ""Confidence"": ""0.52""}",,233.jpg,10,180.0,R_1Qzhhhpjb8IJ3TV
wgd_236_01,130.0,0.05,"{""Answer"": ""130"", ""Confidence"": ""0.05""}",,236.jpg,1,117.0,R_1Qzhhhpjb8IJ3TV
wgd_237_20,165.0,0.69,"{""Answer"": ""165"", ""Confidence"": ""0.69""}",,237.jpg,20,170.0,R_1Qzhhhpjb8IJ3TV
wgd_243_01,155.0,0.54,"{""Answer"": ""155"", ""Confidence"": ""0.54""}",,243.jpg,1,157.0,R_1Qzhhhpjb8IJ3TV
wgd_245_10,170.0,0.53,"{""Answer"": ""170"", ""Confidence"": ""0.53""}",,245.jpg,10,169.0,R_1Qzhhhpjb8IJ3TV
wgd_249_20,125.0,0.81,"{""Answer"": ""125"", ""Confidence"": ""0.81""}",,249.jpg,20,138.0,R_1Qzhhhpjb8IJ3TV
wgd_250_05,165.0,0.34,"{""Answer"": ""165"", ""Confidence"": ""0.34""}",,250.jpg,5,171.0,R_1Qzhhhpjb8IJ3TV
wgd_251_05,175.0,0.43,"{""Answer"": ""175"", ""Confidence"": ""0.43""}",,251.jpg,5,174.0,R_1Qzhhhpjb8IJ3TV
wgd_203_01,132.0,0.03,"{""Answer"": ""132"", ""Confidence"": ""0.03""}",,203.jpg,1,128.0,R_1v34fPzhZaZJiz9
wgd_206_10,150.0,0.61,"{""Answer"": ""150"", ""Confidence"": ""0.61""}",,206.jpg,10,165.0,R_1v34fPzhZaZJiz9
wgd_208_05,120.0,0.46,"{""Answer"": ""120"", ""Confidence"": ""0.46""}",,208.jpg,5,139.0,R_1v34fPzhZaZJiz9
wgd_211_20,120.0,0.72,"{""Answer"": ""120"", ""Confidence"": ""0.72""}",,211.jpg,20,146.0,R_1v34fPzhZaZJiz9
wgd_214_20,150.0,0.6,"{""Answer"": ""150"", ""Confidence"": ""0.6""}",,214.jpg,20,187.0,R_1v34fPzhZaZJiz9
wgd_215_10,130.0,0.64,"{""Answer"": ""130"", ""Confidence"": ""0.64""}",,215.jpg,10,154.0,R_1v34fPzhZaZJiz9
wgd_218_01,160.0,0.07,"{""Answer"": ""160"", ""Confidence"": ""0.07""}",,218.jpg,1,165.0,R_1v34fPzhZaZJiz9
wgd_219_05,130.0,0.54,"{""Answer"": ""130"", ""Confidence"": ""0.54""}",,219.jpg,5,123.0,R_1v34fPzhZaZJiz9
wgd_221_10,125.0,0.63,"{""Answer"": ""125"", ""Confidence"": ""0.63""}",,221.jpg,10,112.0,R_1v34fPzhZaZJiz9
wgd_225_05,126.0,0.46,"{""Answer"": ""126"", ""Confidence"": ""0.46""}",,225.jpg,5,121.0,R_1v34fPzhZaZJiz9
wgd_228_01,125.0,0.13,"{""Answer"": ""125"", ""Confidence"": ""0.13""}",,228.jpg,1,135.0,R_1v34fPzhZaZJiz9
wgd_235_10,140.0,0.55,"{""Answer"": ""140"", ""Confidence"": ""0.55""}",,235.jpg,10,134.0,R_1v34fPzhZaZJiz9
wgd_236_05,130.0,0.31,"{""Answer"": ""130"", ""Confidence"": ""0.31""}",,236.jpg,5,117.0,R_1v34fPzhZaZJiz9
wgd_237_01,119.0,0.65,"{""Answer"": ""119"", ""Confidence"": ""0.65""}",,237.jpg,1,170.0,R_1v34fPzhZaZJiz9
wgd_238_01,150.0,0.01,"{""Answer"": ""150"", ""Confidence"": ""0.01""}",,238.jpg,1,181.0,R_1v34fPzhZaZJiz9
wgd_242_20,130.0,0.78,"{""Answer"": ""130"", ""Confidence"": ""0.78""}",,242.jpg,20,171.0,R_1v34fPzhZaZJiz9
wgd_243_05,170.0,0.53,"{""Answer"": ""170"", ""Confidence"": ""0.53""}",,243.jpg,5,157.0,R_1v34fPzhZaZJiz9
wgd_245_20,140.0,0.52,"{""Answer"": ""140"", ""Confidence"": ""0.52""}",,245.jpg,20,169.0,R_1v34fPzhZaZJiz9
wgd_246_20,130.0,0.92,"{""Answer"": ""130"", ""Confidence"": ""0.92""}",,246.jpg,20,117.0,R_1v34fPzhZaZJiz9
wgd_247_10,130.0,0.59,"{""Answer"": ""130"", ""Confidence"": ""0.59""}",,247.jpg,10,157.0,R_1v34fPzhZaZJiz9
wgd_206_10,175.0,0.7,"{""Answer"": ""175"", ""Confidence"": ""0.7""}",,206.jpg,10,165.0,R_7g7wgyh91QOKRv2
wgd_208_01,155.0,0.11,"{""Answer"": ""155"", ""Confidence"": ""0.11""}",,208.jpg,1,139.0,R_7g7wgyh91QOKRv2
wgd_209_01,145.0,0.06,"{""Answer"": ""145"", ""Confidence"": ""0.06""}",,209.jpg,1,136.0,R_7g7wgyh91QOKRv2
wgd_212_10,158.0,0.66,"{""Answer"": ""158"", ""Confidence"": ""0.66""}",,212.jpg,10,147.0,R_7g7wgyh91QOKRv2
wgd_219_01,169.0,0.0,"{""Answer"": ""169"", ""Confidence"": ""0.0""}",,219.jpg,1,123.0,R_7g7wgyh91QOKRv2
wgd_220_10,160.0,0.64,"{""Answer"": ""160"", ""Confidence"": ""0.64""}",,220.jpg,10,149.0,R_7g7wgyh91QOKRv2
wgd_221_20,150.0,0.71,"{""Answer"": ""150"", ""Confidence"": ""0.71""}",,221.jpg,20,112.0,R_7g7wgyh91QOKRv2
wgd_224_05,145.0,0.49,"{""Answer"": ""145"", ""Confidence"": ""0.49""}",,224.jpg,5,106.0,R_7g7wgyh91QOKRv2
wgd_226_10,150.0,0.54,"{""Answer"": ""150"", ""Confidence"": ""0.54""}",,226.jpg,10,140.0,R_7g7wgyh91QOKRv2
wgd_228_01,150.0,0.0,"{""Answer"": ""150"", ""Confidence"": ""0.0""}",,228.jpg,1,135.0,R_7g7wgyh91QOKRv2
wgd_229_05,148.0,0.57,"{""Answer"": ""148"", ""Confidence"": ""0.57""}",,229.jpg,5,127.0,R_7g7wgyh91QOKRv2
wgd_232_20,165.0,0.85,"{""Answer"": ""165"", ""Confidence"": ""0.85""}",,232.jpg,20,190.0,R_7g7wgyh91QOKRv2
wgd_233_05,166.0,0.26,"{""Answer"": ""166"", ""Confidence"": ""0.26""}",,233.jpg,5,180.0,R_7g7wgyh91QOKRv2
wgd_237_20,145.0,0.85,"{""Answer"": ""145"", ""Confidence"": ""0.85""}",,237.jpg,20,170.0,R_7g7wgyh91QOKRv2
wgd_239_20,140.0,0.82,"{""Answer"": ""140"", ""Confidence"": ""0.82""}",,239.jpg,20,117.0,R_7g7wgyh91QOKRv2
wgd_241_01,170.0,0.12,"{""Answer"": ""170"", ""Confidence"": ""0.12""}",,241.jpg,1,150.0,R_7g7wgyh91QOKRv2
wgd_243_05,155.0,0.68,"{""Answer"": ""155"", ""Confidence"": ""0.68""}",,243.jpg,5,157.0,R_7g7wgyh91QOKRv2
wgd_245_05,150.0,0.55,"{""Answer"": ""150"", ""Confidence"": ""0.55""}",,245.jpg,5,169.0,R_7g7wgyh91QOKRv2
wgd_246_10,135.0,0.57,"{""Answer"": ""135"", ""Confidence"": ""0.57""}",,246.jpg,10,117.0,R_7g7wgyh91QOKRv2
wgd_250_20,165.0,0.82,"{""Answer"": ""165"", ""Confidence"": ""0.82""}",,250.jpg,20,171.0,R_7g7wgyh91QOKRv2
wgd_205_20,110.0,0.99,"{""Answer"": ""110"", ""Confidence"": ""0.99""}",,205.jpg,20,104.0,R_1iRwJ2lvv5HuUco
wgd_206_10,150.0,0.74,"{""Answer"": ""150"", ""Confidence"": ""0.74""}",,206.jpg,10,165.0,R_1iRwJ2lvv5HuUco
wgd_208_05,120.0,0.99,"{""Answer"": ""120"", ""Confidence"": ""0.99""}",,208.jpg,5,139.0,R_1iRwJ2lvv5HuUco
wgd_212_05,120.0,1.0,"{""Answer"": ""120"", ""Confidence"": ""1.0""}",,212.jpg,5,147.0,R_1iRwJ2lvv5HuUco
wgd_213_01,140.0,1.0,"{""Answer"": ""140"", ""Confidence"": ""1.0""}",,213.jpg,1,174.0,R_1iRwJ2lvv5HuUco
wgd_215_20,135.0,0.8,"{""Answer"": ""135"", ""Confidence"": ""0.8""}",,215.jpg,20,154.0,R_1iRwJ2lvv5HuUco
wgd_219_20,130.0,0.99,"{""Answer"": ""130"", ""Confidence"": ""0.99""}",,219.jpg,20,123.0,R_1iRwJ2lvv5HuUco
wgd_220_05,130.0,1.0,"{""Answer"": ""130"", ""Confidence"": ""1.0""}",,220.jpg,5,149.0,R_1iRwJ2lvv5HuUco
wgd_221_10,130.0,1.0,"{""Answer"": ""130"", ""Confidence"": ""1.0""}",,221.jpg,10,112.0,R_1iRwJ2lvv5HuUco
wgd_222_05,130.0,1.0,"{""Answer"": ""130"", ""Confidence"": ""1.0""}",,222.jpg,5,115.0,R_1iRwJ2lvv5HuUco
wgd_223_01,150.0,1.0,"{""Answer"": ""150"", ""Confidence"": ""1.0""}",,223.jpg,1,183.0,R_1iRwJ2lvv5HuUco
wgd_224_20,120.0,1.0,"{""Answer"": ""120"", ""Confidence"": ""1.0""}",,224.jpg,20,106.0,R_1iRwJ2lvv5HuUco
wgd_225_05,125.0,1.0,"{""Answer"": ""125"", ""Confidence"": ""1.0""}",,225.jpg,5,121.0,R_1iRwJ2lvv5HuUco
wgd_229_10,120.0,0.99,"{""Answer"": ""120"", ""Confidence"": ""0.99""}",,229.jpg,10,127.0,R_1iRwJ2lvv5HuUco
wgd_232_10,130.0,1.0,"{""Answer"": ""130"", ""Confidence"": ""1.0""}",,232.jpg,10,190.0,R_1iRwJ2lvv5HuUco
wgd_233_01,135.0,1.0,"{""Answer"": ""135"", ""Confidence"": ""1.0""}",,233.jpg,1,180.0,R_1iRwJ2lvv5HuUco
wgd_235_10,140.0,1.0,"{""Answer"": ""140"", ""Confidence"": ""1.0""}",,235.jpg,10,134.0,R_1iRwJ2lvv5HuUco
