question_id,Answer,Confidence,raw,error,true_lifespan_x,min_age_x,sex_x,radius_x,best_answer_x,MAS_x,true_lifespan_y,min_age_y,sex_y,radius_y,best_answer_y,MAS_y
1849,95.0,0.8,"{""Answer"": ""95"", ""Confidence"": ""0.8""}",,95.32,92.0,male,10.0,102.0,0.999983,95.32,92,male,10,102.0,0.999983
1850,97.0,0.95,"{""Answer"": ""97"", ""Confidence"": ""0.95""}",,95.32,92.0,male,11.0,103.0,0.999999,95.32,92,male,11,103.0,0.999999
1851,95.0,0.51,"{""Answer"": ""95"", ""Confidence"": ""0.51""}",,95.32,92.0,male,12.0,104.0,1.0,95.32,92,male,12,104.0,1.0
1852,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,95.32,92.0,male,13.0,105.0,1.0,95.32,92,male,13,105.0,1.0
1853,98.0,0.95,"{""Answer"": ""98"", ""Confidence"": ""0.95""}",,95.32,92.0,male,14.0,106.0,1.0,95.32,92,male,14,106.0,1.0
1854,95.0,0.95,"{""Answer"": ""95"", ""Confidence"": ""0.95""}",,95.32,92.0,male,15.0,107.0,1.0,95.32,92,male,15,107.0,1.0
1855,104.0,0.75,"{""Answer"": ""104"", ""Confidence"": ""0.75""}",,95.32,92.0,male,16.0,107.91,1.0,95.32,92,male,16,107.91,1.0
1856,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,95.32,92.0,male,17.0,107.72,1.0,95.32,92,male,17,107.72,1.0
1857,100.0,0.5,"{""Answer"": ""100"", ""Confidence"": ""0.5""}",,95.32,92.0,male,18.0,106.51,1.0,95.32,92,male,18,106.51,1.0
1858,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,95.32,92.0,male,19.0,105.83,1.0,95.32,92,male,19,105.83,1.0
1859,94.0,0.75,"{""Answer"": ""94"", ""Confidence"": ""0.75""}",,95.32,92.0,male,20.0,105.13,1.0,95.32,92,male,20,105.13,1.0
1860,95.0,0.75,"{""Answer"": ""95"", ""Confidence"": ""0.75""}",,96.06,93.0,male,1.0,94.0,0.380956,96.06,93,male,1,94.0,0.380956
1861,95.0,0.95,"{""Answer"": ""95"", ""Confidence"": ""0.95""}",,96.06,93.0,male,2.0,95.0,0.650626,96.06,93,male,2,95.0,0.650626
1862,95.0,0.75,"{""Answer"": ""95"", ""Confidence"": ""0.75""}",,96.06,93.0,male,3.0,96.0,0.82341,96.06,93,male,3,96.0,0.82341
1863,97.0,0.95,"{""Answer"": ""97"", ""Confidence"": ""0.95""}",,96.06,93.0,male,4.0,97.0,0.921745,96.06,93,male,4,97.0,0.921745
1864,95.0,0.67,"{""Answer"": ""95"", ""Confidence"": ""0.67""}",,96.06,93.0,male,5.0,98.0,0.970357,96.06,93,male,5,98.0,0.970357
1865,99.0,0.95,"{""Answer"": ""99"", ""Confidence"": ""0.95""}",,96.06,93.0,male,6.0,99.0,0.990688,96.06,93,male,6,99.0,0.990688
1866,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,96.06,93.0,male,7.0,100.0,0.99766,96.06,93,male,7,100.0,0.99766
1867,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,8.0,101.0,0.999549,96.06,93,male,8,101.0,0.999549
1868,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,96.06,93.0,male,9.0,102.0,0.999937,96.06,93,male,9,102.0,0.999937
1869,98.0,0.75,"{""Answer"": ""98"", ""Confidence"": ""0.75""}",,96.06,93.0,male,10.0,103.0,0.999994,96.06,93,male,10,103.0,0.999994
1870,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,11.0,104.0,1.0,96.06,93,male,11,104.0,1.0
1871,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,96.06,93.0,male,12.0,105.0,1.0,96.06,93,male,12,105.0,1.0
1872,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,96.06,93.0,male,13.0,106.0,1.0,96.06,93,male,13,106.0,1.0
1873,100.0,0.61,"{""Answer"": ""100"", ""Confidence"": ""0.61""}",,96.06,93.0,male,14.0,107.0,1.0,96.06,93,male,14,107.0,1.0
1874,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,15.0,108.0,1.0,96.06,93,male,15,108.0,1.0
1875,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,16.0,108.69,1.0,96.06,93,male,16,108.69,1.0
1876,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,17.0,107.85,1.0,96.06,93,male,17,107.85,1.0
1877,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,18.0,107.05,1.0,96.06,93,male,18,107.05,1.0
1878,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,19.0,105.78,1.0,96.06,93,male,19,105.78,1.0
1879,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.06,93.0,male,20.0,105.78,1.0,96.06,93,male,20,105.78,1.0
1880,95.2,0.5,"{""Answer"": ""95.2"", ""Confidence"": ""0.5""}",,96.83,94.0,male,1.0,95.0,0.407717,96.83,94,male,1,95.0,0.407717
1881,96.0,0.95,"{""Answer"": ""96"", ""Confidence"": ""0.95""}",,96.83,94.0,male,2.0,96.0,0.682893,96.83,94,male,2,96.0,0.682893
1882,97.0,0.95,"{""Answer"": ""97"", ""Confidence"": ""0.95""}",,96.83,94.0,male,3.0,97.0,0.849487,96.83,94,male,3,97.0,0.849487
1883,98.0,0.95,"{""Answer"": ""98"", ""Confidence"": ""0.95""}",,96.83,94.0,male,4.0,98.0,0.93812,96.83,94,male,4,98.0,0.93812
1884,99.0,0.75,"{""Answer"": ""99"", ""Confidence"": ""0.75""}",,96.83,94.0,male,5.0,99.0,0.978566,96.83,94,male,5,99.0,0.978566
1885,99.0,0.95,"{""Answer"": ""99"", ""Confidence"": ""0.95""}",,96.83,94.0,male,6.0,100.0,0.993948,96.83,94,male,6,100.0,0.993948
1886,98.0,0.95,"{""Answer"": ""98"", ""Confidence"": ""0.95""}",,96.83,94.0,male,7.0,101.0,0.998661,96.83,94,male,7,101.0,0.998661
1887,98.0,0.95,"{""Answer"": ""98"", ""Confidence"": ""0.95""}",,96.83,94.0,male,8.0,102.0,0.999778,96.83,94,male,8,102.0,0.999778
1888,99.0,0.68,"{""Answer"": ""99"", ""Confidence"": ""0.68""}",,96.83,94.0,male,9.0,103.0,0.999974,96.83,94,male,9,103.0,0.999974
1889,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.83,94.0,male,10.0,104.0,0.999998,96.83,94,male,10,104.0,0.999998
1890,99.0,0.95,"{""Answer"": ""99"", ""Confidence"": ""0.95""}",,96.83,94.0,male,11.0,105.0,1.0,96.83,94,male,11,105.0,1.0
1891,102.0,0.68,"{""Answer"": ""102"", ""Confidence"": ""0.68""}",,96.83,94.0,male,12.0,106.0,1.0,96.83,94,male,12,106.0,1.0
1892,102.0,0.5,"{""Answer"": ""102"", ""Confidence"": ""0.5""}",,96.83,94.0,male,13.0,107.0,1.0,96.83,94,male,13,107.0,1.0
1893,102.0,0.95,"{""Answer"": ""102"", ""Confidence"": ""0.95""}",,96.83,94.0,male,14.0,108.0,1.0,96.83,94,male,14,108.0,1.0
1894,99.0,0.95,"{""Answer"": ""99"", ""Confidence"": ""0.95""}",,96.83,94.0,male,15.0,108.92,1.0,96.83,94,male,15,108.92,1.0
1895,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,96.83,94.0,male,16.0,109.01,1.0,96.83,94,male,16,109.01,1.0
1896,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,96.83,94.0,male,17.0,107.75,1.0,96.83,94,male,17,107.75,1.0
1897,103.0,0.5,"{""Answer"": ""103"", ""Confidence"": ""0.5""}",,96.83,94.0,male,18.0,107.12,1.0,96.83,94,male,18,107.12,1.0
1898,100.3,0.75,"{""Answer"": ""100.3"", ""Confidence"": ""0.75""}",,96.83,94.0,male,19.0,106.44,1.0,96.83,94,male,19,106.44,1.0
1899,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,96.83,94.0,male,20.0,105.12,1.0,96.83,94,male,20,105.12,1.0
1900,100.0,0.5,"{""Answer"": ""100"", ""Confidence"": ""0.5""}",,97.63,95.0,male,1.0,96.0,0.435624,97.63,95,male,1,96.0,0.435624
1901,97.0,0.75,"{""Answer"": ""97"", ""Confidence"": ""0.75""}",,97.63,95.0,male,2.0,97.0,0.714738,97.63,95,male,2,97.0,0.714738
1902,99.0,0.95,"{""Answer"": ""99"", ""Confidence"": ""0.95""}",,97.63,95.0,male,3.0,98.0,0.873587,97.63,95,male,3,98.0,0.873587
1903,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,97.63,95.0,male,4.0,99.0,0.952115,97.63,95,male,4,99.0,0.952115
1904,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,97.63,95.0,male,5.0,100.0,0.984957,97.63,95,male,5,100.0,0.984957
1905,101.0,0.68,"{""Answer"": ""101"", ""Confidence"": ""0.68""}",,97.63,95.0,male,6.0,101.0,0.99622,97.63,95,male,6,101.0,0.99622
1906,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,97.63,95.0,male,7.0,102.0,0.999272,97.63,95,male,7,102.0,0.999272
1907,102.0,0.68,"{""Answer"": ""102"", ""Confidence"": ""0.68""}",,97.63,95.0,male,8.0,103.0,0.999898,97.63,95,male,8,103.0,0.999898
1908,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,97.63,95.0,male,9.0,104.0,0.99999,97.63,95,male,9,104.0,0.99999
1909,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,97.63,95.0,male,10.0,105.0,0.999999,97.63,95,male,10,105.0,0.999999
1910,102.0,0.68,"{""Answer"": ""102"", ""Confidence"": ""0.68""}",,97.63,95.0,male,11.0,106.0,1.0,97.63,95,male,11,106.0,1.0
1911,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,97.63,95.0,male,12.0,107.0,1.0,97.63,95,male,12,107.0,1.0
1912,102.0,0.68,"{""Answer"": ""102"", ""Confidence"": ""0.68""}",,97.63,95.0,male,13.0,108.0,1.0,97.63,95,male,13,108.0,1.0
1913,102.0,0.5,"{""Answer"": ""102"", ""Confidence"": ""0.5""}",,97.63,95.0,male,14.0,109.0,1.0,97.63,95,male,14,109.0,1.0
1914,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,97.63,95.0,male,15.0,109.92,1.0,97.63,95,male,15,109.92,1.0
1915,111.0,0.5,"{""Answer"": ""111"", ""Confidence"": ""0.5""}",,97.63,95.0,male,16.0,108.37,1.0,97.63,95,male,16,108.37,1.0
1916,112.0,0.95,"{""Answer"": ""112"", ""Confidence"": ""0.95""}",,97.63,95.0,male,17.0,107.75,1.0,97.63,95,male,17,107.75,1.0
1917,100.0,0.5,"{""Answer"": ""100"", ""Confidence"": ""0.5""}",,97.63,95.0,male,18.0,107.09,1.0,97.63,95,male,18,107.09,1.0
1918,103.0,0.95,"{""Answer"": ""103"", ""Confidence"": ""0.95""}",,97.63,95.0,male,19.0,105.82,1.0,97.63,95,male,19,105.82,1.0
1919,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,97.63,95.0,male,20.0,105.82,1.0,97.63,95,male,20,105.82,1.0
1920,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,1.0,97.0,0.464602,98.44,96,male,1,97.0,0.464602
1921,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,2.0,98.0,0.745876,98.44,96,male,2,98.0,0.745876
1922,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,3.0,99.0,0.895522,98.44,96,male,3,99.0,0.895522
1923,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,98.44,96.0,male,4.0,100.0,0.963811,98.44,96,male,4,100.0,0.963811
1924,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,5.0,101.0,0.989782,98.44,96,male,5,101.0,0.989782
1925,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,6.0,102.0,0.997739,98.44,96,male,6,102.0,0.997739
1926,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,7.0,103.0,0.999626,98.44,96,male,7,103.0,0.999626
1927,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,8.0,104.0,0.999956,98.44,96,male,8,104.0,0.999956
1928,100.0,0.95,"{""Answer"": ""100"", ""Confidence"": ""0.95""}",,98.44,96.0,male,9.0,105.0,0.999997,98.44,96,male,9,105.0,0.999997
1929,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,10.0,106.0,1.0,98.44,96,male,10,106.0,1.0
1930,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,11.0,107.0,1.0,98.44,96,male,11,107.0,1.0
1931,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,12.0,108.0,1.0,98.44,96,male,12,108.0,1.0
1932,100.0,0.5,"{""Answer"": ""100"", ""Confidence"": ""0.5""}",,98.44,96.0,male,13.0,109.0,1.0,98.44,96,male,13,109.0,1.0
1933,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,14.0,109.97,1.0,98.44,96,male,14,109.97,1.0
1934,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,15.0,109.81,1.0,98.44,96,male,15,109.81,1.0
1935,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,16.0,108.75,1.0,98.44,96,male,16,108.75,1.0
1936,104.0,0.75,"{""Answer"": ""104"", ""Confidence"": ""0.75""}",,98.44,96.0,male,17.0,107.75,1.0,98.44,96,male,17,107.75,1.0
1937,104.0,0.68,"{""Answer"": ""104"", ""Confidence"": ""0.68""}",,98.44,96.0,male,18.0,107.75,1.0,98.44,96,male,18,107.75,1.0
1938,104.0,0.75,"{""Answer"": ""104"", ""Confidence"": ""0.75""}",,98.44,96.0,male,19.0,106.51,1.0,98.44,96,male,19,106.51,1.0
1939,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,98.44,96.0,male,20.0,106.51,1.0,98.44,96,male,20,106.51,1.0
1940,99.0,0.87,"{""Answer"": ""99"", ""Confidence"": ""0.87""}",,99.28,97.0,male,1.0,98.0,0.494554,99.28,97,male,1,98.0,0.494554
1941,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,99.28,97.0,male,2.0,99.0,0.776013,99.28,97,male,2,99.0,0.776013
1942,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,99.28,97.0,male,3.0,100.0,0.915154,99.28,97,male,3,100.0,0.915154
1943,101.0,0.75,"{""Answer"": ""101"", ""Confidence"": ""0.75""}",,99.28,97.0,male,4.0,101.0,0.973346,99.28,97,male,4,101.0,0.973346
1944,102.0,0.95,"{""Answer"": ""102"", ""Confidence"": ""0.95""}",,99.28,97.0,male,5.0,102.0,0.993302,99.28,97,male,5,102.0,0.993302
1945,103.0,0.68,"{""Answer"": ""103"", ""Confidence"": ""0.68""}",,99.28,97.0,male,6.0,103.0,0.99871,99.28,97,male,6,103.0,0.99871
1946,104.0,0.5,"{""Answer"": ""104"", ""Confidence"": ""0.5""}",,99.28,97.0,male,7.0,104.0,0.999819,99.28,97,male,7,104.0,0.999819
1947,105.0,0.75,"{""Answer"": ""105"", ""Confidence"": ""0.75""}",,99.28,97.0,male,8.0,105.0,0.999983,99.28,97,male,8,105.0,0.999983
1948,106.0,0.95,"{""Answer"": ""106"", ""Confidence"": ""0.95""}",,99.28,97.0,male,9.0,106.0,0.999999,99.28,97,male,9,106.0,0.999999
1949,104.0,0.75,"{""Answer"": ""104"", ""Confidence"": ""0.75""}",,99.28,97.0,male,10.0,107.0,1.0,99.28,97,male,10,107.0,1.0
1950,108.0,0.75,"{""Answer"": ""108"", ""Confidence"": ""0.75""}",,99.28,97.0,male,11.0,108.0,1.0,99.28,97,male,11,108.0,1.0
1951,109.0,0.95,"{""Answer"": ""109"", ""Confidence"": ""0.95""}",,99.28,97.0,male,12.0,109.0,1.0,99.28,97,male,12,109.0,1.0
1952,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,99.28,97.0,male,13.0,110.0,1.0,99.28,97,male,13,110.0,1.0
1953,111.0,0.5,"{""Answer"": ""111"", ""Confidence"": ""0.5""}",,99.28,97.0,male,14.0,110.6,1.0,99.28,97,male,14,110.6,1.0
1954,112.0,0.95,"{""Answer"": ""112"", ""Confidence"": ""0.95""}",,99.28,97.0,male,15.0,109.6,1.0,99.28,97,male,15,109.6,1.0
1955,113.0,0.5,"{""Answer"": ""113"", ""Confidence"": ""0.5""}",,99.28,97.0,male,16.0,109.03,1.0,99.28,97,male,16,109.03,1.0
1956,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,99.28,97.0,male,17.0,108.4,1.0,99.28,97,male,17,108.4,1.0
1957,115.0,0.95,"{""Answer"": ""115"", ""Confidence"": ""0.95""}",,99.28,97.0,male,18.0,107.2,1.0,99.28,97,male,18,107.2,1.0
1958,102.0,0.95,"{""Answer"": ""102"", ""Confidence"": ""0.95""}",,99.28,97.0,male,19.0,107.2,1.0,99.28,97,male,19,107.2,1.0
1959,107.0,0.75,"{""Answer"": ""107"", ""Confidence"": ""0.75""}",,99.28,97.0,male,20.0,104.79,1.0,99.28,97,male,20,104.79,1.0
1960,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,100.13,98.0,male,1.0,99.0,0.525355,100.13,98,male,1,99.0,0.525355
1961,100.0,0.75,"{""Answer"": ""100"", ""Confidence"": ""0.75""}",,100.13,98.0,male,2.0,100.0,0.80486,100.13,98,male,2,100.0,0.80486
1962,101.0,0.95,"{""Answer"": ""101"", ""Confidence"": ""0.95""}",,100.13,98.0,male,3.0,101.0,0.932406,100.13,98,male,3,101.0,0.932406
1963,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,100.13,98.0,male,4.0,102.0,0.980915,100.13,98,male,4,102.0,0.980915
1964,103.0,0.75,"{""Answer"": ""103"", ""Confidence"": ""0.75""}",,100.13,98.0,male,5.0,103.0,0.995777,100.13,98,male,5,103.0,0.995777
1965,102.0,0.95,"{""Answer"": ""102"", ""Confidence"": ""0.95""}",,100.13,98.0,male,6.0,104.0,0.999301,100.13,98,male,6,104.0,0.999301
1966,105.0,0.75,"{""Answer"": ""105"", ""Confidence"": ""0.75""}",,100.13,98.0,male,7.0,105.0,0.999918,100.13,98,male,7,105.0,0.999918
1967,106.0,0.95,"{""Answer"": ""106"", ""Confidence"": ""0.95""}",,100.13,98.0,male,8.0,106.0,0.999994,100.13,98,male,8,106.0,0.999994
1968,107.0,0.95,"{""Answer"": ""107"", ""Confidence"": ""0.95""}",,100.13,98.0,male,9.0,107.0,1.0,100.13,98,male,9,107.0,1.0
1969,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,100.13,98.0,male,10.0,108.0,1.0,100.13,98,male,10,108.0,1.0
1970,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,100.13,98.0,male,11.0,109.0,1.0,100.13,98,male,11,109.0,1.0
1971,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,100.13,98.0,male,12.0,110.0,1.0,100.13,98,male,12,110.0,1.0
1972,111.0,0.954,"{""Answer"": ""111"", ""Confidence"": ""0.954""}",,100.13,98.0,male,13.0,110.99,1.0,100.13,98,male,13,110.99,1.0
1973,112.0,0.95,"{""Answer"": ""112"", ""Confidence"": ""0.95""}",,100.13,98.0,male,14.0,110.61,1.0,100.13,98,male,14,110.61,1.0
1974,106.0,0.75,"{""Answer"": ""106"", ""Confidence"": ""0.75""}",,100.13,98.0,male,15.0,110.22,1.0,100.13,98,male,15,110.22,1.0
1975,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,100.13,98.0,male,16.0,109.06,1.0,100.13,98,male,16,109.06,1.0
1976,115.0,0.95,"{""Answer"": ""115"", ""Confidence"": ""0.95""}",,100.13,98.0,male,17.0,107.89,1.0,100.13,98,male,17,107.89,1.0
1977,116.0,0.95,"{""Answer"": ""116"", ""Confidence"": ""0.95""}",,100.13,98.0,male,18.0,107.89,1.0,100.13,98,male,18,107.89,1.0
1978,117.0,0.75,"{""Answer"": ""117"", ""Confidence"": ""0.75""}",,100.13,98.0,male,19.0,107.89,1.0,100.13,98,male,19,107.89,1.0
1979,106.0,0.75,"{""Answer"": ""106"", ""Confidence"": ""0.75""}",,100.13,98.0,male,20.0,110.22,1.0,100.13,98,male,20,110.22,1.0
1980,100.0,0.5,"{""Answer"": ""100"", ""Confidence"": ""0.5""}",,101.0,99.0,male,1.0,100.0,0.556853,101.0,99,male,1,100.0,0.556853
1981,101.0,0.75,"{""Answer"": ""101"", ""Confidence"": ""0.75""}",,101.0,99.0,male,2.0,101.0,0.832137,101.0,99,male,2,101.0,0.832137
1982,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,101.0,99.0,male,3.0,102.0,0.947267,101.0,99,male,3,102.0,0.947267
1983,102.0,0.75,"{""Answer"": ""102"", ""Confidence"": ""0.75""}",,101.0,99.0,male,4.0,103.0,0.986748,101.0,99,male,4,103.0,0.986748
1984,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,101.0,99.0,male,5.0,104.0,0.997448,101.0,99,male,5,104.0,0.997448
1985,105.0,0.95,"{""Answer"": ""105"", ""Confidence"": ""0.95""}",,101.0,99.0,male,6.0,105.0,0.999642,101.0,99,male,6,105.0,0.999642
1986,106.0,0.75,"{""Answer"": ""106"", ""Confidence"": ""0.75""}",,101.0,99.0,male,7.0,106.0,0.999966,101.0,99,male,7,106.0,0.999966
1987,102.0,0.95,"{""Answer"": ""102"", ""Confidence"": ""0.95""}",,101.0,99.0,male,8.0,107.0,0.999998,101.0,99,male,8,107.0,0.999998
1988,108.0,0.5,"{""Answer"": ""108"", ""Confidence"": ""0.5""}",,101.0,99.0,male,9.0,108.0,1.0,101.0,99,male,9,108.0,1.0
1989,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,101.0,99.0,male,10.0,109.0,1.0,101.0,99,male,10,109.0,1.0
1990,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,101.0,99.0,male,11.0,110.0,1.0,101.0,99,male,11,110.0,1.0
1991,111.0,0.95,"{""Answer"": ""111"", ""Confidence"": ""0.95""}",,101.0,99.0,male,12.0,111.0,1.0,101.0,99,male,12,111.0,1.0
1992,112.0,0.95,"{""Answer"": ""112"", ""Confidence"": ""0.95""}",,101.0,99.0,male,13.0,111.71,1.0,101.0,99,male,13,111.71,1.0
1993,101.0,0.95,"{""Answer"": ""101"", ""Confidence"": ""0.95""}",,101.0,99.0,male,14.0,111.25,1.0,101.0,99,male,14,111.25,1.0
1994,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.0,99.0,male,15.0,110.3,1.0,101.0,99,male,15,110.3,1.0
1995,115.0,0.95,"{""Answer"": ""115"", ""Confidence"": ""0.95""}",,101.0,99.0,male,16.0,109.71,1.0,101.0,99,male,16,109.71,1.0
1996,116.0,0.75,"{""Answer"": ""116"", ""Confidence"": ""0.75""}",,101.0,99.0,male,17.0,108.58,1.0,101.0,99,male,17,108.58,1.0
1997,117.0,0.95,"{""Answer"": ""117"", ""Confidence"": ""0.95""}",,101.0,99.0,male,18.0,108.58,1.0,101.0,99,male,18,108.58,1.0
1998,118.0,0.95,"{""Answer"": ""118"", ""Confidence"": ""0.95""}",,101.0,99.0,male,19.0,106.32,1.0,101.0,99,male,19,106.32,1.0
1999,104.0,0.71,"{""Answer"": ""104"", ""Confidence"": ""0.71""}",,101.0,99.0,male,20.0,110.84,1.0,101.0,99,male,20,110.84,1.0
2000,114.0,0.05,"{""Answer"": ""114"", ""Confidence"": ""0.05""}",,101.88,100.0,male,1.0,101.0,0.588871,101.88,100,male,1,101.0,0.588871
2001,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,2.0,102.0,0.857591,101.88,100,male,2,102.0,0.857591
2002,104.0,0.5,"{""Answer"": ""104"", ""Confidence"": ""0.5""}",,101.88,100.0,male,3.0,103.0,0.959791,101.88,100,male,3,103.0,0.959791
2003,104.0,0.95,"{""Answer"": ""104"", ""Confidence"": ""0.95""}",,101.88,100.0,male,4.0,104.0,0.991103,101.88,100,male,4,104.0,0.991103
2004,110.0,0.95,"{""Answer"": ""110"", ""Confidence"": ""0.95""}",,101.88,100.0,male,5.0,105.0,0.998528,101.88,100,male,5,105.0,0.998528
2005,110.0,0.95,"{""Answer"": ""110"", ""Confidence"": ""0.95""}",,101.88,100.0,male,6.0,106.0,0.999828,101.88,100,male,6,106.0,0.999828
2006,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,7.0,107.0,0.999987,101.88,100,male,7,107.0,0.999987
2007,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,8.0,108.0,0.999999,101.88,100,male,8,108.0,0.999999
2008,109.0,0.5,"{""Answer"": ""109"", ""Confidence"": ""0.5""}",,101.88,100.0,male,9.0,109.0,1.0,101.88,100,male,9,109.0,1.0
2009,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,10.0,110.0,1.0,101.88,100,male,10,110.0,1.0
2010,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,11.0,111.0,1.0,101.88,100,male,11,111.0,1.0
2011,112.0,0.95,"{""Answer"": ""112"", ""Confidence"": ""0.95""}",,101.88,100.0,male,12.0,111.99,1.0,101.88,100,male,12,111.99,1.0
2012,113.0,0.95,"{""Answer"": ""113"", ""Confidence"": ""0.95""}",,101.88,100.0,male,13.0,112.17,1.0,101.88,100,male,13,112.17,1.0
2013,114.0,0.5,"{""Answer"": ""114"", ""Confidence"": ""0.5""}",,101.88,100.0,male,14.0,111.36,1.0,101.88,100,male,14,111.36,1.0
2014,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,15.0,110.37,1.0,101.88,100,male,15,110.37,1.0
2015,116.0,0.95,"{""Answer"": ""116"", ""Confidence"": ""0.95""}",,101.88,100.0,male,16.0,109.27,1.0,101.88,100,male,16,109.27,1.0
2016,114.0,0.95,"{""Answer"": ""114"", ""Confidence"": ""0.95""}",,101.88,100.0,male,17.0,109.27,1.0,101.88,100,male,17,109.27,1.0
2017,118.0,0.95,"{""Answer"": ""118"", ""Confidence"": ""0.95""}",,101.88,100.0,male,18.0,107.08,1.0,101.88,100,male,18,107.08,1.0
